#   ROW COL RED GRE BLU
1	1	1	197	122	174
2	1	2	197	122	174
3	1	3	196	121	174
4	1	4	196	121	174
5	1	5	196	121	174
6	1	6	195	121	174
7	1	7	196	122	174
8	1	8	193	122	172
9	1	9	186	123	170
10	1	10	164	126	164
11	1	11	138	128	155
12	1	12	128	132	149
13	1	13	124	134	147
14	1	14	119	134	145
15	1	15	115	134	145
16	1	16	113	134	144
17	1	17	113	134	144
18	1	18	117	133	146
19	1	19	123	132	147
20	1	20	125	132	148
21	1	21	125	132	148
22	1	22	126	133	147
23	1	23	124	134	147
24	1	24	119	134	145
25	1	25	115	136	143
26	1	26	112	137	140
27	1	27	111	136	140
28	1	28	111	137	139
29	1	29	108	138	138
30	1	30	106	137	137
31	1	31	105	138	136
32	1	32	103	138	136
33	1	33	111	132	144
34	1	34	125	130	149
35	1	35	142	129	154
36	1	36	157	128	159
37	1	37	171	125	164
38	1	38	182	123	169
39	1	39	187	121	171
40	1	40	189	121	172
41	1	41	188	122	172
42	1	42	179	120	172
43	1	43	167	118	171
44	1	44	160	116	171
45	1	45	159	115	171
46	1	46	158	115	171
47	1	47	155	115	170
48	1	48	154	115	170
49	1	49	156	116	171
50	1	50	152	118	167
51	1	51	136	123	159
52	1	52	110	126	151
53	1	53	88	128	143
54	1	54	80	130	139
55	1	55	82	130	139
56	1	56	80	130	139
57	1	57	79	128	140
58	1	58	87	128	143
59	1	59	103	126	149
60	1	60	119	124	154
61	1	61	132	122	160
62	1	62	139	120	163
63	1	63	145	119	166
64	1	64	152	116	168
65	1	65	155	116	169
66	1	66	153	117	169
67	1	67	154	116	171
68	1	68	156	114	172
69	1	69	156	116	170
70	1	70	152	118	166
71	1	71	137	121	158
72	1	72	106	128	148
73	1	73	81	130	139
74	1	74	71	134	134
75	1	75	71	135	133
76	1	76	72	134	134
77	1	77	73	133	135
78	1	78	73	133	135
79	1	79	73	132	136
80	1	80	73	132	136
81	1	81	72	132	135
82	1	82	71	132	135
83	1	83	70	132	134
84	1	84	69	133	134
85	1	85	71	132	135
86	1	86	74	132	136
87	1	87	75	131	138
88	1	88	77	130	140
89	1	89	79	130	141
90	1	90	79	130	140
