8	8	9	8	0	0	0	0	0	0	0	0	0	8	22	25	25	17	16	16	21	24	16	12	25	21	10	0	11	20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	5	9	9	0	0	0	0	0	0	0	0	0	29	4	22	26	19	17	14	19	25	14	9	23	23	11	0	4	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	8	0	0	0	0	24	0	0	36	18	19	16	0	0	20	27	18	15	11	20	24	22	9	22	24	10	3	0	19	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	3	13	0	3	25	18	14	22	0	8	14	26	21	18	14	17	24	17	13	19	24	10	4	0	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	8	6	0	0	0	0	9	13	20	13	16	27	0	0	8	22	23	17	13	17	25	22	14	18	27	11	3	1	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	4	29	11	0	0	3	22	8	17	15	10	15	5	8	4	17	25	17	16	17	22	21	17	14	25	13	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	5	21	6	1	12	12	22	19	17	25	22	16	7	9	0	13	26	17	17	15	23	18	19	10	24	11	4	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	16	18	13	12	10	12	18	22	18	22	24	18	5	7	5	5	23	19	18	14	18	0	27	11	22	11	3	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27	27	14	20	14	0	3	17	22	18	24	21	14	6	6	0	6	17	20	17	13	21	0	41	8	24	12	2	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23	23	14	13	13	0	10	11	25	9	22	24	15	6	5	3	7	10	22	16	14	18	16	23	8	19	15	2	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21	21	18	14	16	0	0	9	20	17	28	23	26	6	3	7	5	9	25	16	17	16	19	31	7	18	14	2	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21	21	0	26	9	14	1	13	13	21	25	20	24	2	5	0	5	6	18	15	18	14	17	31	5	17	15	3	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	7	0	0	0	0	0	0	
21	21	19	20	12	11	22	5	12	18	17	24	20	3	7	7	3	5	12	17	20	14	18	32	0	13	12	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	8	2	4	0	0	0	0	0	
21	21	17	32	13	13	14	3	14	23	20	25	31	8	8	6	3	8	6	16	20	13	19	0	0	10	15	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	12	7	3	5	0	0	0	0	0	
16	16	14	30	13	13	12	17	19	17	20	23	12	1	9	7	2	12	5	13	19	15	15	0	0	10	14	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	5	0	0	0	0	0	
21	21	22	27	14	15	11	13	21	13	22	21	28	3	6	0	2	5	3	11	16	20	17	0	6	7	13	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0	0	0	0	0	0	
24	24	19	27	18	15	7	11	20	17	18	28	27	9	7	9	5	5	8	6	14	24	16	0	0	5	11	2	1	0	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	8	0	0	2	0	0	0	
21	21	19	21	17	14	8	11	15	13	22	26	24	8	5	8	7	7	6	3	11	28	15	18	0	5	9	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	0	0	0	0	0	
20	20	19	22	16	12	12	11	9	20	15	26	25	7	5	1	7	8	8	0	10	26	10	17	0	0	5	5	0	0	0	0	0	0	0	0	1	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	16	23	22	13	12	11	13	13	17	18	25	26	0	4	9	7	10	8	8	9	27	7	19	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	
16	16	22	20	5	12	11	6	11	12	17	25	30	11	10	7	5	7	6	8	8	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	21	21	
12	12	20	15	17	13	10	9	10	11	12	22	28	6	6	11	6	7	8	6	6	22	0	14	6	0	0	0	0	5	0	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	7	19	18	16	11	11	9	12	7	11	22	18	9	7	3	9	6	6	6	2	15	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	8	16	22	10	12	15	12	2	5	11	20	25	11	7	11	7	3	0	3	7	11	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
15	15	13	14	11	14	9	5	7	7	13	18	30	10	4	10	8	5	6	1	9	5	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15	15	13	21	12	13	12	9	9	7	2	11	30	7	8	5	8	10	6	6	4	3	8	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	24	41	6	40	40	40	
9	9	13	16	15	10	9	9	11	10	8	11	22	9	10	6	5	9	6	5	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	2	2	
11	11	13	14	12	10	7	13	11	9	6	3	22	9	6	8	5	8	9	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
