#   ROW COL RED GRE BLU
1	1	1	0	0	0
2	1	2	0	0	0
3	1	3	0	0	0
4	1	4	0	0	0
5	1	5	209	61	2
6	1	6	211	63	4
7	1	7	212	59	2
8	1	8	213	63	3
9	1	9	211	64	3
10	1	10	213	65	2
11	1	11	213	70	1
12	1	12	214	72	0
13	1	13	156	79	0
14	1	14	157	79	1
15	1	15	158	63	9
16	1	16	162	65	11
17	1	17	163	64	13
18	1	18	217	68	11
19	1	19	212	53	14
20	1	20	203	50	6
21	1	21	206	53	7
22	1	22	199	69	1
23	1	23	196	73	0
24	1	24	186	39	20
25	1	25	191	39	6
26	1	26	197	68	5
27	1	27	152	51	16
28	1	28	188	23	23
29	1	29	155	9	1
30	1	30	156	37	0
31	1	31	114	47	11
32	1	32	117	20	1
33	1	33	131	8	4
34	1	34	53	6	2
35	1	35	100	7	10
36	1	36	50	8	5
37	1	37	59	1	4
38	1	38	62	5	6
39	1	39	75	14	0
40	1	40	66	13	4
41	1	41	64	13	2
42	1	42	85	14	9
43	1	43	97	15	11
44	1	44	103	6	5
45	1	45	105	11	5
46	1	46	106	7	3
47	1	47	110	12	1
48	1	48	117	9	2
49	1	49	118	3	1
50	1	50	117	22	11
51	1	51	106	24	12
52	1	52	86	11	13
53	1	53	84	6	10
54	1	54	136	6	10
55	1	55	108	4	2
56	1	56	83	9	0
57	1	57	86	4	0
58	1	58	89	12	1
59	1	59	88	8	1
60	1	60	81	9	1
61	1	61	86	8	1
62	1	62	87	5	2
63	1	63	91	8	0
64	1	64	98	8	0
65	2	1	91	90	32
66	2	2	91	90	32
67	2	3	100	92	31
68	2	4	100	94	32
69	2	5	211	71	4
70	2	6	209	68	2
71	2	7	212	74	1
72	2	8	214	84	2
73	2	9	157	85	1
74	2	10	157	89	1
75	2	11	160	86	2
76	2	12	164	90	3
77	2	13	166	90	3
78	2	14	169	92	2
79	2	15	169	84	5
80	2	16	169	54	10
81	2	17	171	60	13
82	2	18	229	69	13
83	2	19	221	54	16
84	2	20	205	55	9
85	2	21	204	47	7
86	2	22	199	59	5
87	2	23	197	82	5
88	2	24	186	49	17
89	2	25	184	31	8
90	2	26	204	66	4
91	2	27	147	54	12
92	2	28	197	26	20
93	2	29	151	9	6
94	2	30	153	23	3
95	2	31	142	49	10
96	2	32	94	18	0
97	2	33	134	13	3
98	2	34	48	5	8
99	2	35	102	6	7
100	2	36	52	6	2
101	2	37	61	0	5
102	2	38	59	1	7
103	2	39	75	20	0
104	2	40	62	10	5
105	2	41	73	6	5
106	2	42	80	13	7
107	2	43	98	14	11
108	2	44	103	9	5
109	2	45	99	9	2
110	2	46	111	8	2
111	2	47	107	4	1
112	2	48	117	16	5
113	2	49	97	33	9
114	2	50	77	20	10
115	2	51	48	10	9
116	2	52	109	7	7
117	2	53	112	3	4
118	2	54	91	3	1
119	2	55	91	9	0
120	2	56	89	4	0
121	2	57	89	5	0
122	2	58	93	9	1
123	2	59	85	9	0
124	2	60	83	6	0
125	2	61	88	3	1
126	2	62	92	6	1
127	2	63	99	11	1
128	2	64	100	5	1
129	3	1	101	88	30
130	3	2	101	88	30
131	3	3	92	91	32
132	3	4	93	91	33
133	3	5	206	75	3
134	3	6	208	82	2
135	3	7	153	86	2
136	3	8	153	95	2
137	3	9	159	87	1
138	3	10	164	76	3
139	3	11	167	86	2
140	3	12	171	85	3
141	3	13	232	89	2
142	3	14	166	89	0
143	3	15	230	64	1
144	3	16	231	47	9
145	3	17	228	60	11
146	3	18	228	71	8
147	3	19	208	55	13
148	3	20	203	52	11
149	3	21	204	42	8
150	3	22	198	63	4
151	3	23	199	81	4
152	3	24	185	58	13
153	3	25	183	26	11
154	3	26	204	64	3
155	3	27	157	58	13
156	3	28	193	28	16
157	3	29	158	14	12
158	3	30	145	14	1
159	3	31	165	49	11
160	3	32	77	17	1
161	3	33	147	11	8
162	3	34	37	0	9
163	3	35	104	10	6
164	3	36	53	6	4
165	3	37	59	0	0
166	3	38	68	4	6
167	3	39	74	22	1
168	3	40	68	7	4
169	3	41	68	5	3
170	3	42	79	13	5
171	3	43	98	15	11
172	3	44	104	12	4
173	3	45	98	1	1
174	3	46	112	6	4
175	3	47	106	29	8
176	3	48	93	17	9
177	3	49	54	13	9
178	3	50	110	9	6
179	3	51	130	9	6
180	3	52	108	1	1
181	3	53	99	4	1
182	3	54	86	3	0
183	3	55	88	4	2
184	3	56	83	4	1
185	3	57	89	6	0
186	3	58	84	7	1
187	3	59	86	4	1
188	3	60	93	8	0
189	3	61	92	4	2
190	3	62	83	6	1
191	3	63	83	9	2
192	3	64	84	9	1
193	4	1	83	93	35
194	4	2	83	93	35
195	4	3	105	102	36
196	4	4	108	106	36
197	4	5	211	81	2
198	4	6	154	83	2
199	4	7	160	86	0
200	4	8	162	84	1
201	4	9	166	78	1
202	4	10	226	67	5
203	4	11	169	83	4
204	4	12	225	83	2
205	4	13	223	83	2
206	4	14	220	86	1
207	4	15	225	67	2
208	4	16	224	61	3
209	4	17	224	51	10
210	4	18	225	72	9
211	4	19	211	61	12
212	4	20	205	59	10
213	4	21	200	45	10
214	4	22	200	57	4
215	4	23	201	80	4
216	4	24	189	59	10
217	4	25	184	35	13
218	4	26	201	58	4
219	4	27	171	61	13
220	4	28	184	26	17
221	4	29	168	16	8
222	4	30	144	2	4
223	4	31	159	45	10
224	4	32	89	12	0
225	4	33	131	13	5
226	4	34	54	5	3
227	4	35	97	5	1
228	4	36	59	5	3
229	4	37	62	0	2
230	4	38	70	8	7
231	4	39	73	18	0
232	4	40	79	4	6
233	4	41	71	5	3
234	4	42	80	7	2
235	4	43	101	10	8
236	4	44	103	7	1
237	4	45	101	23	6
238	4	46	79	35	9
239	4	47	64	18	8
240	4	48	40	3	6
241	4	49	91	9	7
242	4	50	131	0	3
243	4	51	117	3	2
244	4	52	97	12	1
245	4	53	96	7	1
246	4	54	90	8	2
247	4	55	98	13	2
248	4	56	105	9	0
249	4	57	99	12	0
250	4	58	103	9	0
251	4	59	98	11	2
252	4	60	102	8	0
253	4	61	106	12	1
254	4	62	150	11	0
255	4	63	150	10	1
256	4	64	151	12	1
257	5	1	103	123	36
258	5	2	103	123	36
259	5	3	37	115	35
260	5	4	35	121	36
261	5	5	164	81	1
262	5	6	169	88	1
263	5	7	167	78	1
264	5	8	228	74	2
265	5	9	168	81	3
266	5	10	230	73	2
267	5	11	225	81	3
268	5	12	222	81	2
269	5	13	222	83	0
270	5	14	221	92	2
271	5	15	224	68	2
272	5	16	224	60	1
273	5	17	225	50	8
274	5	18	227	65	9
275	5	19	213	65	12
276	5	20	208	54	11
277	5	21	201	42	12
278	5	22	198	51	8
279	5	23	200	77	2
