0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	8	8	0	0	0	0	3	3	3	3	3	3	3	3	3	2	2	1	1	2	2	2	2	3	3	3	3	3	4	4	4	4	7	9	8	9	11	15	14	13	12	12	12	12	11	11	11	11	11	11	10	10	10	12	15	19	22	24	23	23	24	23	23	
16	16	16	0	0	0	0	6	6	6	6	6	5	5	4	3	3	2	1	1	3	3	4	4	6	7	7	6	5	8	8	9	9	15	19	17	19	23	29	28	26	25	25	24	24	23	23	23	23	22	22	22	23	25	30	36	42	46	48	48	48	48	48	47	
24	24	24	0	0	0	0	10	10	9	9	7	6	5	5	4	3	2	1	2	5	6	6	7	9	11	11	10	8	12	13	14	13	21	28	25	30	34	44	41	40	38	38	36	36	35	35	34	34	34	34	35	40	46	54	61	67	71	72	72	72	72	72	72	
25	25	25	50	49	53	32	10	10	8	7	5	4	3	3	2	2	1	0	2	5	7	7	7	8	11	12	11	7	11	12	14	14	20	29	26	32	34	43	41	40	39	38	37	36	35	35	35	35	36	38	42	50	59	67	72	73	74	74	74	74	74	74	74	
23	23	23	48	50	53	31	8	7	6	4	3	2	2	3	3	3	1	1	3	6	9	8	7	8	11	12	11	8	11	12	13	14	19	29	27	32	34	42	42	40	39	38	37	36	35	36	35	37	42	47	53	60	66	69	71	70	70	70	70	70	70	70	70	
20	20	20	43	47	49	27	5	4	3	3	3	3	3	4	4	3	2	1	4	6	9	8	8	8	10	12	11	9	10	12	13	15	19	28	28	32	35	41	42	40	39	38	37	37	36	36	38	43	51	57	64	64	64	60	59	58	58	58	59	60	59	60	60	
13	13	13	34	40	42	22	2	2	3	3	4	4	4	4	4	3	2	1	4	6	9	9	8	8	10	12	11	10	9	12	12	16	19	27	29	31	35	40	42	40	40	38	38	38	37	37	43	52	62	68	72	62	52	40	40	40	39	40	41	41	40	40	40	
15	15	15	29	27	29	15	2	2	3	4	5	5	5	4	4	3	2	2	4	6	9	9	9	9	9	12	12	11	8	12	12	17	19	26	30	30	35	39	43	41	40	39	39	39	39	42	51	62	71	73	74	63	54	45	45	44	45	46	47	47	48	47	47	
16	16	16	31	30	32	17	3	3	4	5	5	5	5	4	4	3	3	2	4	6	9	10	9	9	9	12	12	12	8	12	11	18	20	26	30	30	35	38	43	41	40	39	39	41	45	53	63	71	76	78	76	68	68	63	62	52	54	56	57	58	59	62	64	
25	25	25	41	33	34	19	3	4	5	6	6	5	5	4	4	3	3	2	4	7	9	10	9	9	10	11	12	13	8	12	11	18	20	26	31	30	35	37	42	41	41	40	39	41	50	62	73	77	79	78	76	74	82	88	89	82	81	82	84	84	82	80	81	
21	21	21	46	50	51	28	3	3	4	6	7	5	5	4	5	4	3	2	4	7	9	10	10	9	10	11	12	13	8	12	12	18	20	25	32	31	35	36	42	41	41	40	39	43	56	70	80	80	79	79	79	80	89	96	98	90	87	87	89	89	81	74	73	
19	19	19	40	42	43	24	3	3	4	6	7	6	4	4	5	4	3	2	4	7	9	10	10	9	10	11	12	12	8	12	12	18	20	25	32	30	35	36	42	41	40	41	45	52	64	74	81	81	81	80	83	90	97	103	102	100	95	94	96	96	79	61	49	
12	12	12	31	38	41	23	4	3	2	5	6	6	5	4	4	4	3	2	4	7	9	10	10	10	10	10	12	12	9	11	13	19	21	25	31	31	36	37	42	40	42	47	57	66	74	79	80	80	81	80	86	98	109	108	101	94	91	90	93	95	72	52	33	
11	11	11	23	24	27	16	5	3	2	4	5	7	5	4	4	5	3	2	4	7	9	10	10	11	11	11	12	12	9	10	13	19	22	25	31	32	36	37	42	43	51	60	71	78	82	82	81	79	77	71	81	96	112	108	98	91	89	88	90	95	69	46	23	
11	11	11	22	22	25	15	5	4	2	3	4	6	5	5	4	5	3	3	5	7	10	10	10	11	11	11	12	12	10	10	14	18	23	25	30	32	36	40	47	54	64	70	74	72	71	69	73	75	78	72	81	93	106	102	95	90	89	89	90	96	73	50	26	
12	12	12	23	22	24	15	5	4	2	3	4	6	6	5	4	4	4	3	5	7	10	10	10	11	11	11	11	12	10	10	14	18	23	25	30	33	40	49	60	68	76	76	70	61	59	58	66	71	78	79	88	97	102	99	95	92	90	91	93	99	78	54	28	
14	14	14	26	24	26	17	6	4	3	3	4	7	7	6	5	5	4	3	5	7	10	10	10	11	11	12	11	12	10	11	14	18	23	25	30	32	41	54	68	76	76	67	51	51	56	66	67	72	78	84	93	99	102	98	96	93	92	93	96	100	83	56	31	
20	20	20	35	29	32	20	6	5	3	3	4	7	8	6	5	5	4	3	5	7	10	10	11	11	11	12	10	11	10	11	14	18	23	26	30	35	47	62	74	77	75	60	46	51	66	81	75	72	70	75	86	95	101	101	103	103	103	104	104	106	92	64	38	
29	29	29	50	40	43	26	7	5	3	3	4	7	8	7	6	5	4	3	5	7	10	10	11	11	11	12	10	11	10	12	14	18	23	27	34	43	55	65	72	73	70	50	33	39	60	74	67	64	63	60	74	87	105	105	109	107	101	97	96	97	91	75	61	
39	39	39	68	59	62	35	7	6	4	3	5	7	8	8	7	6	4	3	5	7	11	11	11	11	11	12	10	10	10	11	13	17	24	33	43	55	64	69	70	73	75	62	51	45	53	49	52	53	59	56	74	89	104	103	108	109	107	105	103	103	101	95	91	
31	31	31	70	78	81	45	7	6	4	4	5	7	8	9	8	7	5	3	5	7	10	11	11	11	11	12	10	10	10	11	12	17	28	43	55	64	67	68	67	75	81	77	70	55	48	32	41	48	59	60	82	101	115	112	114	112	109	106	105	105	107	110	113	
25	25	25	57	63	66	37	8	6	5	4	5	7	8	9	8	7	5	4	5	7	10	11	11	11	11	11	10	10	11	11	12	15	25	39	50	56	56	54	57	73	86	93	92	74	58	34	42	48	57	59	74	84	91	88	86	89	93	96	93	91	90	93	93	
16	16	16	42	51	54	31	8	7	5	4	5	7	8	9	9	8	6	4	5	7	10	11	11	11	11	12	11	10	11	11	12	14	23	34	45	50	51	49	56	73	88	94	94	74	56	34	42	49	50	49	51	59	67	71	77	78	76	71	66	68	70	73	70	
28	28	28	44	33	36	22	8	7	6	5	6	7	8	9	9	9	7	5	5	7	10	11	11	11	12	12	11	11	11	12	15	19	26	33	36	37	38	38	51	69	85	88	86	69	54	36	45	49	49	41	35	35	48	64	80	82	68	57	44	52	55	60	61	
35	35	35	63	56	59	33	8	8	6	5	6	7	9	9	9	9	8	5	5	7	10	11	11	11	12	12	12	11	11	13	21	29	38	43	43	39	41	41	58	72	86	87	85	74	63	52	60	60	49	35	25	27	55	85	116	108	84	64	59	69	74	74	67	
28	28	28	63	70	73	41	8	8	7	6	6	7	8	9	9	10	9	6	6	7	10	11	11	11	12	12	12	12	13	19	29	38	44	50	50	39	36	35	58	73	88	88	87	86	85	84	87	82	69	53	42	44	65	90	107	99	79	65	63	79	77	68	51	
16	16	16	45	56	59	34	8	8	7	7	6	8	9	9	9	9	9	7	7	7	10	11	11	11	12	12	12	12	14	24	33	44	46	56	59	50	43	35	59	77	95	97	96	101	107	114	109	90	63	49	40	43	55	69	79	70	65	58	64	72	72	58	37	
2	2	2	19	33	36	22	8	9	8	7	7	8	9	9	9	9	10	8	8	8	11	11	11	11	11	12	11	13	19	32	40	46	46	59	67	59	44	30	56	79	101	100	101	103	101	100	89	78	64	63	53	52	45	50	48	51	54	55	58	63	60	47	31	
5	5	5	8	5	8	8	9	9	8	8	7	8	9	9	9	9	10	9	9	9	10	11	11	11	11	11	11	15	25	39	50	55	55	63	71	65	45	26	39	60	80	80	78	71	64	59	58	65	69	73	67	59	53	54	59	64	65	67	68	66	66	58	50	
6	6	6	11	10	13	11	9	9	9	8	8	8	8	8	9	9	9	9	9	10	11	12	12	13	15	16	17	21	30	45	57	55	54	58	72	65	42	22	27	43	57	56	50	39	27	19	31	58	89	102	94	77	65	66	70	76	74	75	69	67	66	66	61	
9	9	9	15	12	15	12	8	9	9	9	9	10	11	12	13	14	16	17	16	16	16	18	22	29	33	29	23	22	30	46	58	53	53	54	71	63	44	22	17	22	38	38	32	14	12	16	37	65	92	94	89	81	78	75	74	75	70	67	58	54	61	69	73	
9	9	9	19	18	21	17	14	15	15	14	14	15	16	16	17	17	17	19	18	18	19	19	29	40	51	40	28	20	28	43	57	47	50	55	81	71	49	24	16	21	42	42	37	18	20	23	44	62	76	70	65	69	71	74	69	64	59	54	44	36	43	60	74	
15	15	15	25	19	26	26	29	26	20	12	13	14	14	15	15	16	16	18	19	19	21	22	37	50	62	45	28	16	28	44	57	48	49	55	80	73	61	42	30	27	51	58	52	24	24	29	46	58	64	54	51	63	71	71	63	55	48	41	35	27	32	43	61	
19	19	19	34	31	41	41	42	36	28	18	18	17	13	13	13	14	17	22	22	18	16	19	37	51	60	43	28	18	31	46	52	45	45	58	79	76	69	59	47	40	55	57	52	25	25	25	39	47	52	53	58	69	72	70	66	58	53	47	40	30	28	31	44	
23	23	23	42	38	52	51	50	44	35	24	18	12	7	8	9	14	24	34	35	28	24	32	48	57	57	39	27	23	38	53	49	48	48	68	80	77	74	67	53	42	46	50	44	24	23	22	27	32	42	61	73	74	67	63	68	62	56	51	42	32	26	23	30	
24	24	24	47	47	61	53	45	43	38	31	25	19	15	13	12	17	29	42	46	40	36	40	51	53	47	29	18	19	32	43	34	34	37	61	74	77	77	74	67	51	41	31	28	19	21	18	20	28	40	64	76	68	54	49	61	63	60	59	50	37	27	23	27	
24	24	24	48	48	61	47	37	35	34	26	19	18	18	16	12	13	22	34	46	46	44	40	46	46	36	20	11	14	22	31	26	27	30	51	67	74	74	73	72	58	40	27	22	21	22	22	23	36	53	77	87	69	45	34	49	61	64	65	57	41	29	24	30	
22	22	22	47	49	62	42	27	23	22	16	12	16	22	22	17	13	15	23	40	44	42	32	37	40	34	20	7	5	7	11	11	12	14	27	46	60	68	66	69	60	50	37	30	25	23	28	33	44	54	66	72	56	34	23	39	59	70	74	68	48	31	25	36	
