#   ROW COL RED GRE BLU
1	1	1	0	0	17
2	1	2	0	0	17
3	1	3	0	0	15
4	1	4	0	0	20
5	1	5	0	0	28
6	1	6	0	6	40
7	1	7	0	7	36
8	1	8	60	5	47
9	1	9	120	11	45
10	1	10	120	9	53
11	1	11	0	15	32
12	1	12	0	0	34
13	1	13	60	18	27
14	1	14	0	15	34
15	1	15	150	15	34
16	1	16	150	7	32
17	1	17	150	0	47
18	1	18	120	11	44
19	1	19	0	10	49
20	1	20	60	7	36
21	1	21	60	0	37
22	1	22	120	7	36
23	1	23	0	18	28
24	1	24	120	14	18
25	1	25	90	0	15
26	1	26	60	0	19
27	1	27	0	0	23
28	1	28	0	0	24
29	1	29	0	9	26
30	1	30	0	19	26
31	1	31	120	9	26
32	1	32	150	9	26
33	1	33	120	29	26
34	1	34	120	28	27
35	1	35	140	18	27
36	1	36	140	8	31
37	1	37	150	7	32
38	1	38	120	9	28
39	1	39	120	9	28
40	1	40	120	9	27
41	1	41	120	56	27
42	1	42	120	53	24
43	1	43	130	49	26
44	1	44	132	70	29
45	1	45	132	77	23
46	1	46	127	9	27
47	1	47	120	78	26
48	1	48	120	68	26
49	1	49	105	39	26
50	1	50	103	49	26
51	1	51	90	49	26
52	1	52	96	49	26
53	1	53	96	49	26
54	1	54	120	49	26
55	1	55	120	49	26
56	1	56	96	49	26
57	1	57	96	53	24
58	1	58	72	46	22
59	1	59	48	36	21
60	1	60	60	36	21
61	1	61	80	48	21
62	1	62	80	63	20
63	1	63	90	51	20
64	1	64	96	51	20
65	1	65	90	63	20
66	1	66	60	63	20
67	1	67	72	80	19
68	1	68	48	53	19
69	1	69	60	53	19
70	1	70	60	53	19
71	1	71	60	51	20
72	1	72	30	67	19
73	1	73	30	53	19
74	1	74	24	53	19
75	1	75	30	70	18
76	1	76	30	67	19
77	1	77	48	80	19
78	1	78	96	76	20
79	1	79	60	76	20
80	1	80	60	63	20
81	1	81	40	70	18
82	1	82	24	60	17
83	1	83	24	63	16
84	1	84	30	30	17
85	1	85	60	30	17
86	1	86	120	31	16
87	1	87	120	18	14
88	1	88	60	0	16
89	1	89	60	15	16
90	1	90	0	0	18
91	1	91	120	11	22
92	1	92	0	31	24
93	1	93	120	48	21
94	1	94	120	12	21
95	1	95	90	36	21
96	1	96	120	33	23
97	1	97	140	20	25
98	1	98	140	30	25
99	1	99	120	20	25
100	1	100	40	21	24
101	1	101	0	20	25
102	1	102	0	29	26
103	1	103	60	27	28
104	1	104	40	26	29
105	1	105	40	26	29
106	1	106	40	17	30
107	1	107	40	25	30
108	1	108	0	25	30
109	1	109	0	25	30
110	1	110	40	27	28
111	1	111	40	25	20
112	1	112	40	19	13
113	1	113	0	28	9
114	1	114	0	21	12
115	1	115	0	36	14
116	1	116	120	18	14
117	1	117	60	17	15
118	1	118	0	30	17
119	1	119	120	11	22
120	1	120	90	0	23
121	1	121	120	15	33
122	1	122	0	8	31
123	1	123	60	49	31
124	1	124	120	53	19
125	1	125	100	113	18
126	1	126	120	0	16
127	1	127	75	15	16
128	1	128	0	15	16
129	2	1	0	24	53
130	2	2	0	24	53
131	2	3	0	45	51
132	2	4	24	33	46
133	2	5	26	11	44
134	2	6	40	9	54
135	2	7	60	17	73
136	2	8	120	6	76
137	2	9	120	8	90
138	2	10	120	6	76
139	2	11	160	2	95
140	2	12	60	78	68
141	2	13	120	71	68
142	2	14	108	90	48
143	2	15	107	17	58
144	2	16	116	10	70
145	2	17	150	13	74
146	2	18	140	8	91
147	2	19	150	19	80
148	2	20	160	23	97
149	2	21	40	65	78
150	2	22	26	41	87
151	2	23	0	61	71
152	2	24	8	22	56
153	2	25	14	6	42
154	2	26	48	13	37
155	2	27	120	18	41
156	2	28	90	0	46
157	2	29	120	0	50
